temperature,vibration,rpm,current,voltage,bearing_temperature,torque,lubrication_level,status
62.65,2.64,1482.12,15.79,389.46,61.77,12.28,82.01,Electrical Fault
74.58,2.56,1349.95,10.24,412.94,69.8,25.9,68.35,Early Warning
66.45,5.91,1343.75,10.92,409.68,65.17,25.36,77.9,Motor Misalignment
62.08,1.34,1486.9,9.58,415.07,59.88,29.05,82.56,Healthy
69.6,2.05,1420.42,18.25,394.56,55.52,22.86,80.28,Electrical Fault
61.47,2.42,1527.25,9.05,419.26,57.81,21.91,84.09,Healthy
71.76,11.11,1353.96,13.76,409.23,89.93,19.42,56.53,Bearing Failure
72.13,4.89,1370.33,10.52,408.1,67.76,38.74,80.3,Motor Misalignment
72.43,5.69,1418.32,10.32,415.84,76.26,19.55,33.41,Lubrication Failure
76.23,8.12,1381.87,12.4,413.74,86.82,24.24,58.13,Bearing Failure
67.59,3.39,1465.63,11.31,409.1,66.49,21.93,70.56,Early Warning
67.6,7.83,1421.19,12.63,414.2,91.9,20.5,52.93,Bearing Failure
90.5,2.47,1515.87,11.77,416.14,80.62,24.73,78.25,Overheating
60.91,1.49,1515.01,10.47,409.15,51.09,25.26,84.05,Healthy
70.75,8.84,1402.56,9.39,415.04,83.44,25.06,63.5,Bearing Failure
71.7,3.88,1422.83,10.41,412.44,74.2,24.54,74.49,Early Warning
69.29,5.66,1406.0,10.9,415.51,81.86,24.8,35.22,Lubrication Failure
67.17,4.8,1357.78,11.85,411.9,63.19,33.0,74.88,Motor Misalignment
69.92,1.95,1389.43,15.4,384.19,54.39,24.71,75.2,Electrical Fault
54.68,2.01,1506.47,9.97,413.83,52.32,26.46,81.49,Healthy
81.17,3.62,1420.85,10.89,414.42,65.31,22.28,74.3,Early Warning
66.28,10.01,1364.06,11.69,417.05,90.71,20.73,49.92,Bearing Failure
78.4,3.96,1408.26,10.93,413.61,68.48,31.07,70.7,Early Warning
71.03,3.9,1433.53,12.02,411.42,72.54,27.25,68.44,Early Warning
66.11,2.86,1412.13,15.13,389.29,56.25,22.65,84.45,Electrical Fault
69.95,2.58,1443.81,18.2,405.76,58.54,19.75,84.32,Electrical Fault
66.6,9.35,1343.48,11.58,417.65,79.08,24.21,61.06,Bearing Failure
74.97,3.97,1431.45,10.91,412.9,73.32,24.93,66.83,Early Warning
95.62,2.46,1509.6,10.76,417.04,95.32,29.57,81.51,Overheating
73.54,3.43,1468.24,11.26,409.62,66.8,24.81,71.03,Early Warning
72.68,3.36,1386.91,10.55,408.49,68.7,22.82,70.27,Early Warning
64.08,2.07,1358.83,17.05,400.85,64.34,16.69,83.32,Electrical Fault
59.27,2.31,1554.21,9.4,411.22,52.13,24.79,87.69,Healthy
60.61,2.05,1500.23,10.66,417.57,57.53,26.11,91.98,Healthy
59.49,1.8,1514.71,9.32,412.48,55.82,24.8,86.72,Healthy
66.08,2.35,1461.94,14.75,387.58,58.25,23.17,82.79,Electrical Fault
71.57,2.69,1468.21,17.57,396.11,64.81,20.49,82.25,Electrical Fault
93.58,2.8,1477.26,10.12,413.26,85.21,23.21,86.0,Overheating
63.5,1.86,1470.12,9.94,415.58,51.57,24.28,80.77,Healthy
65.37,6.89,1450.57,10.82,413.45,65.4,29.14,81.96,Motor Misalignment
68.71,6.65,1341.9,10.67,415.84,86.9,23.42,26.64,Lubrication Failure
98.8,2.65,1523.62,11.74,419.25,95.52,28.93,79.88,Overheating
71.75,3.71,1454.13,11.1,413.33,75.04,22.13,73.84,Early Warning
65.5,10.65,1332.39,10.83,409.86,88.99,26.04,57.63,Bearing Failure
69.4,6.85,1306.41,11.82,415.56,61.53,26.48,75.76,Motor Misalignment
68.21,2.13,1429.87,18.55,402.08,57.75,15.51,76.9,Electrical Fault
68.57,6.03,1350.63,9.67,414.77,64.52,34.82,80.59,Motor Misalignment
66.49,10.33,1351.79,10.78,409.98,87.34,17.05,47.83,Bearing Failure
90.38,1.73,1477.27,11.63,415.32,92.04,25.74,78.99,Overheating
71.9,6.09,1417.64,11.7,412.0,78.68,18.81,19.29,Lubrication Failure
68.41,5.15,1521.01,11.25,413.36,70.35,28.24,79.65,Motor Misalignment
71.63,2.94,1377.04,9.44,412.6,76.96,29.39,67.07,Early Warning
60.97,3.68,1388.19,10.45,412.07,63.73,24.74,74.32,Motor Misalignment
61.41,1.64,1491.77,10.68,411.88,47.76,28.22,92.65,Healthy
73.79,3.54,1421.17,10.71,414.24,70.56,30.39,71.32,Early Warning
60.39,2.98,1432.16,16.2,389.47,62.18,21.0,83.63,Electrical Fault
72.52,8.1,1414.07,12.48,414.43,80.61,21.11,51.62,Bearing Failure
76.9,5.07,1389.79,10.75,413.18,86.63,17.76,29.85,Lubrication Failure
62.49,1.75,1485.35,9.8,411.41,60.97,24.81,86.93,Healthy
70.49,4.99,1507.33,11.67,416.55,62.83,39.53,84.11,Motor Misalignment
59.05,1.54,1502.38,9.71,414.5,60.65,24.66,86.24,Healthy
98.13,1.82,1440.14,10.64,416.28,88.63,25.54,82.73,Overheating
68.4,5.57,1306.74,11.36,417.47,67.58,31.58,76.65,Motor Misalignment
65.46,2.55,1464.73,16.68,397.67,55.85,24.52,81.41,Electrical Fault
57.9,2.28,1514.99,9.5,412.25,56.82,24.48,84.49,Healthy
58.61,1.95,1495.21,10.18,419.7,56.53,21.45,86.36,Healthy
62.34,1.79,1522.74,10.66,418.6,58.62,22.93,86.45,Healthy
67.9,2.88,1432.96,14.01,420.23,64.47,22.8,86.88,Electrical Fault
80.66,6.25,1421.4,10.24,410.29,81.15,25.39,29.0,Lubrication Failure
75.1,7.0,1401.92,11.54,410.66,90.19,27.38,59.46,Bearing Failure
70.46,6.83,1411.3,11.54,412.81,90.97,15.43,31.88,Lubrication Failure
93.96,2.88,1445.87,11.56,413.8,92.43,21.23,79.22,Overheating
70.91,9.38,1412.73,12.19,414.66,82.54,25.2,54.48,Bearing Failure
73.84,2.99,1454.36,11.25,413.72,70.83,23.66,70.29,Early Warning
65.14,6.86,1414.49,11.56,412.9,64.18,30.09,78.97,Motor Misalignment
73.35,6.85,1424.97,11.04,414.64,74.52,22.44,33.66,Lubrication Failure
71.29,2.5,1452.54,14.95,393.98,57.43,17.23,78.98,Electrical Fault
68.2,7.42,1442.79,10.88,416.4,64.86,37.33,80.46,Motor Misalignment
68.57,2.76,1392.57,17.18,385.36,57.69,14.32,83.96,Electrical Fault
75.19,3.1,1428.34,11.58,414.59,73.39,24.99,71.19,Early Warning
72.61,6.36,1428.22,11.39,413.18,90.29,20.53,36.76,Lubrication Failure
98.71,2.58,1498.75,11.26,415.24,91.11,26.82,81.43,Overheating
99.27,2.6,1439.03,10.16,420.09,93.73,23.48,75.29,Overheating
71.84,3.61,1402.8,10.29,418.21,67.45,33.93,75.44,Motor Misalignment
98.76,1.97,1516.94,11.0,417.33,86.97,24.52,80.27,Overheating
74.68,4.68,1372.97,11.67,420.84,84.74,23.41,27.09,Lubrication Failure
65.23,6.26,1440.86,10.92,412.38,81.38,24.23,23.95,Lubrication Failure
68.04,1.93,1500.1,15.93,389.79,68.27,16.01,82.71,Electrical Fault
67.23,1.75,1418.78,17.64,397.94,60.42,23.79,78.1,Electrical Fault
67.54,8.17,1413.05,11.78,414.92,91.77,22.49,65.54,Bearing Failure
70.26,5.65,1468.96,9.54,420.99,78.78,21.63,32.07,Lubrication Failure
65.41,2.11,1496.94,16.61,402.93,51.23,21.6,80.55,Electrical Fault
60.61,1.56,1496.5,9.01,417.78,52.69,24.93,80.72,Healthy
69.64,6.01,1418.46,11.38,406.98,79.06,18.96,17.41,Lubrication Failure
96.06,2.02,1518.39,11.28,413.25,95.55,29.13,81.54,Overheating
95.0,2.17,1473.9,9.7,416.16,90.98,27.65,79.65,Overheating
56.55,1.77,1518.81,10.43,415.63,57.66,25.98,88.6,Healthy
96.17,2.7,1520.6,10.33,412.19,84.02,28.12,75.47,Overheating
78.13,6.31,1423.64,10.49,416.81,79.96,23.68,33.81,Lubrication Failure
61.66,1.73,1488.66,9.48,413.22,55.06,23.43,85.29,Healthy
56.95,2.41,1535.7,10.57,412.24,57.57,26.28,86.33,Healthy
61.57,1.73,1496.43,10.3,414.57,54.17,25.94,87.0,Healthy
100.13,1.95,1433.32,11.26,415.26,93.07,28.23,77.24,Overheating
75.31,2.94,1443.02,10.43,416.56,78.18,25.45,68.1,Early Warning
67.73,3.16,1493.48,16.79,393.0,57.86,15.63,78.11,Electrical Fault
79.45,9.51,1315.69,11.23,420.4,83.09,23.2,61.15,Bearing Failure
76.81,3.49,1431.8,10.46,411.68,66.04,21.46,70.27,Early Warning
71.76,2.45,1463.72,18.15,390.32,56.14,20.68,83.24,Electrical Fault
64.04,6.73,1441.9,12.22,415.49,78.48,23.54,36.42,Lubrication Failure
73.18,4.14,1422.28,11.7,409.85,69.12,28.2,70.5,Early Warning
77.15,3.98,1439.44,10.59,413.81,69.3,23.28,68.46,Early Warning
65.58,6.37,1239.83,11.63,409.7,66.97,27.62,78.96,Motor Misalignment
67.85,4.94,1311.74,11.33,416.4,64.69,28.55,81.84,Motor Misalignment
73.47,8.4,1384.71,12.83,409.79,94.17,26.06,53.87,Bearing Failure
75.3,3.49,1406.23,10.66,411.14,65.78,22.49,66.76,Early Warning
66.64,7.39,1429.88,10.85,409.75,77.39,21.84,39.46,Lubrication Failure
71.22,5.85,1364.53,11.27,413.56,71.77,19.67,77.15,Motor Misalignment
65.88,6.53,1408.56,11.87,416.02,86.21,25.33,57.43,Bearing Failure
67.51,5.37,1414.39,10.09,411.35,85.11,24.69,17.33,Lubrication Failure
68.29,5.04,1427.18,11.06,417.27,88.19,18.38,30.12,Lubrication Failure
73.07,2.23,1465.12,16.99,382.06,60.81,21.05,85.42,Electrical Fault
74.71,6.02,1392.3,10.21,419.67,81.72,20.94,24.28,Lubrication Failure
72.04,6.37,1355.92,10.46,416.22,92.49,23.1,26.54,Lubrication Failure
69.59,2.78,1449.4,17.06,389.33,57.68,20.11,77.38,Electrical Fault
99.68,2.16,1450.34,10.34,414.37,83.61,29.6,83.15,Overheating
92.33,1.54,1429.71,10.6,413.53,87.94,24.63,81.7,Overheating
74.44,3.76,1450.64,10.87,410.57,80.53,19.78,23.87,Lubrication Failure
69.53,2.61,1437.72,10.9,414.74,70.06,25.75,66.26,Early Warning
73.41,4.4,1467.52,10.4,412.69,83.04,22.15,25.18,Lubrication Failure
67.65,2.29,1436.54,16.89,395.45,56.84,20.79,80.33,Electrical Fault
57.05,1.61,1501.99,9.89,417.13,58.91,23.05,82.8,Healthy
71.43,5.72,1394.54,10.95,410.11,83.9,26.21,30.25,Lubrication Failure
73.76,4.07,1438.68,11.62,414.52,69.62,26.36,72.38,Early Warning
78.39,3.23,1375.92,10.66,414.64,69.8,24.54,68.43,Early Warning
100.1,2.22,1506.11,11.47,410.21,92.2,28.01,79.94,Overheating
57.4,1.82,1487.58,9.53,410.13,53.92,26.13,82.92,Healthy
71.12,7.85,1370.82,11.54,406.88,85.63,21.64,56.2,Bearing Failure
68.01,2.55,1422.74,16.73,393.38,54.69,24.02,87.28,Electrical Fault
73.28,5.57,1482.18,11.01,412.51,71.4,28.14,77.25,Motor Misalignment
72.14,5.13,1392.44,11.2,405.58,63.94,30.43,70.93,Motor Misalignment
80.49,3.45,1503.31,10.81,417.48,65.12,23.14,68.39,Early Warning
65.03,7.77,1322.7,12.02,415.42,87.8,24.32,59.38,Bearing Failure
62.92,5.65,1381.78,9.86,411.58,66.47,36.92,73.08,Motor Misalignment
71.48,7.68,1374.49,11.83,411.35,92.87,20.04,50.05,Bearing Failure
104.92,1.73,1519.75,11.83,412.76,88.42,24.16,77.27,Overheating
98.11,2.4,1455.38,11.17,415.94,94.68,27.02,80.96,Overheating
66.82,8.31,1375.15,11.16,414.48,90.59,26.22,60.27,Bearing Failure
68.27,5.36,1545.23,10.68,417.15,68.03,29.03,78.36,Motor Misalignment
75.8,3.74,1413.57,11.35,411.46,72.09,18.48,71.0,Early Warning
62.27,1.6,1490.95,9.88,418.85,49.33,22.37,79.16,Healthy
73.8,3.37,1449.17,10.35,409.68,69.1,23.56,66.62,Early Warning
61.77,1.85,1510.58,9.65,414.27,54.94,21.83,81.52,Healthy
73.4,8.05,1335.83,10.69,417.36,88.76,17.8,59.17,Bearing Failure
68.99,7.73,1394.9,11.4,409.32,81.15,18.76,22.79,Lubrication Failure
77.47,10.07,1365.78,12.63,418.29,87.38,23.14,54.75,Bearing Failure
74.99,7.24,1388.44,13.2,412.09,85.18,22.94,57.65,Bearing Failure
75.89,4.25,1446.15,10.18,413.61,76.13,20.14,70.09,Early Warning
66.14,4.47,1332.69,11.24,419.06,64.36,25.84,84.47,Motor Misalignment
62.07,1.39,1480.38,9.64,413.93,50.91,22.16,82.53,Healthy
71.36,5.71,1376.1,10.21,415.71,84.83,20.32,37.04,Lubrication Failure
97.96,1.87,1504.34,10.98,412.36,93.85,23.83,82.61,Overheating
78.12,4.6,1389.87,10.67,416.85,82.22,25.93,28.34,Lubrication Failure
70.64,5.67,1388.44,11.89,415.62,65.58,30.21,76.3,Motor Misalignment
71.99,2.34,1532.17,16.08,398.7,61.74,16.01,81.67,Electrical Fault
59.19,3.1,1515.05,16.7,396.83,62.01,24.38,82.75,Electrical Fault
78.35,3.27,1461.47,10.51,409.44,75.93,21.13,73.44,Early Warning
62.74,6.43,1520.52,10.8,419.5,63.06,28.83,83.0,Motor Misalignment
70.93,6.82,1435.7,11.15,419.23,83.5,16.29,29.25,Lubrication Failure
79.09,3.27,1488.65,10.59,412.66,73.8,23.03,70.82,Early Warning
63.77,5.8,1315.48,10.49,411.71,66.41,18.71,78.51,Motor Misalignment
76.56,2.61,1460.96,16.74,393.81,60.99,19.45,85.43,Electrical Fault
67.92,4.02,1406.3,11.01,414.64,67.92,27.37,77.14,Motor Misalignment
79.25,3.52,1472.74,10.66,417.22,70.82,25.3,70.39,Early Warning
100.5,1.79,1484.25,10.15,415.86,86.86,23.73,80.58,Overheating
71.68,6.22,1291.61,11.8,413.86,69.62,32.54,81.57,Motor Misalignment
95.4,1.8,1494.55,11.76,412.02,87.09,24.47,74.96,Overheating
70.71,2.92,1491.05,12.62,394.45,57.7,18.87,81.15,Electrical Fault
77.51,8.87,1379.15,11.06,413.14,90.76,22.27,47.65,Bearing Failure
69.04,5.03,1358.24,11.55,419.48,67.75,16.06,75.73,Motor Misalignment
67.01,2.21,1444.07,14.84,400.63,62.37,25.07,86.98,Electrical Fault
73.61,6.08,1483.96,10.77,416.04,77.5,28.55,24.03,Lubrication Failure
55.59,2.94,1484.61,18.42,412.46,63.74,18.12,88.52,Electrical Fault
70.89,3.84,1418.26,10.82,418.55,73.03,25.72,71.14,Early Warning
57.1,1.3,1516.39,9.76,412.49,51.72,25.85,89.12,Healthy
72.09,9.32,1507.49,11.97,409.37,98.2,26.16,44.97,Bearing Failure
61.02,5.38,1411.35,9.75,413.15,64.76,23.84,75.09,Motor Misalignment
71.29,4.83,1298.43,10.47,414.59,61.51,36.42,76.61,Motor Misalignment
77.47,4.84,1408.9,11.21,414.29,87.75,24.19,32.03,Lubrication Failure
62.48,1.56,1493.1,8.65,413.14,53.43,22.96,85.5,Healthy
59.05,8.59,1452.04,11.77,411.76,87.69,23.53,58.85,Bearing Failure
76.69,3.81,1466.82,11.16,409.49,72.07,24.0,68.55,Early Warning
68.02,7.88,1377.26,11.33,414.75,82.79,27.38,57.92,Bearing Failure
61.22,3.04,1469.01,16.11,395.85,61.77,23.47,85.32,Electrical Fault
64.03,6.97,1412.76,11.88,418.88,87.58,18.93,54.39,Bearing Failure
69.61,2.89,1418.97,15.92,396.47,68.11,16.41,86.91,Electrical Fault
66.02,6.83,1411.4,11.76,408.5,82.9,20.78,33.3,Lubrication Failure
100.5,2.72,1535.91,11.61,415.31,95.16,24.75,78.81,Overheating
64.48,2.38,1412.88,16.45,395.78,59.72,18.92,86.96,Electrical Fault
65.99,2.03,1431.69,15.25,405.77,60.22,26.76,83.11,Electrical Fault
73.24,6.55,1490.87,10.15,417.23,88.18,23.3,39.52,Lubrication Failure
75.33,5.97,1439.44,10.7,415.85,80.85,17.37,34.61,Lubrication Failure
75.36,3.29,1438.66,10.35,412.96,66.75,22.81,72.78,Early Warning
63.98,6.59,1369.38,10.72,414.35,62.39,29.08,72.49,Motor Misalignment
61.69,2.57,1512.45,9.42,415.85,51.16,27.47,82.13,Healthy
74.73,6.76,1424.46,10.68,413.22,65.91,31.78,75.88,Motor Misalignment
74.2,7.53,1403.94,11.74,410.53,93.04,24.21,53.74,Bearing Failure
77.02,9.56,1396.99,10.33,413.26,95.79,20.67,55.41,Bearing Failure
60.86,8.27,1409.84,11.61,413.5,85.47,22.03,49.37,Bearing Failure
73.02,9.8,1408.68,12.89,409.04,91.42,19.94,60.29,Bearing Failure
77.84,6.02,1372.85,11.65,413.26,78.93,24.14,31.85,Lubrication Failure
68.97,4.71,1359.09,10.23,412.68,68.41,32.1,78.92,Motor Misalignment
91.05,2.17,1479.89,12.01,415.78,99.45,21.68,76.35,Overheating
69.65,6.71,1440.39,10.89,411.52,81.64,28.33,26.21,Lubrication Failure
102.25,2.21,1463.11,10.11,419.6,87.79,30.12,81.2,Overheating
65.89,8.94,1348.26,11.13,411.88,102.91,22.96,50.89,Bearing Failure
70.09,11.06,1371.13,11.44,408.65,85.98,28.36,53.17,Bearing Failure
73.54,3.55,1451.4,10.72,417.0,71.74,21.32,75.65,Early Warning
72.54,5.29,1463.74,11.03,417.16,81.39,25.43,21.88,Lubrication Failure
64.12,5.15,1337.58,11.33,418.58,69.31,35.45,76.29,Motor Misalignment
64.85,1.59,1448.28,19.52,392.43,64.21,16.93,79.51,Electrical Fault
60.41,2.16,1539.11,10.38,419.15,57.3,28.42,90.55,Healthy
68.18,6.29,1427.95,11.11,413.96,92.95,23.7,56.64,Bearing Failure
72.96,3.46,1480.86,17.45,398.49,62.29,20.15,83.86,Electrical Fault
55.22,1.81,1507.87,9.28,417.33,56.8,23.9,84.48,Healthy
66.01,2.05,1503.39,9.78,413.82,48.61,25.52,87.54,Healthy
74.73,8.57,1350.85,11.47,410.83,91.29,21.92,54.51,Bearing Failure
58.34,1.85,1488.71,10.39,414.44,52.02,25.13,85.51,Healthy
64.75,5.09,1312.13,10.8,413.05,65.44,28.97,75.29,Motor Misalignment
68.99,8.94,1401.64,11.87,413.31,85.42,20.29,62.95,Bearing Failure
96.36,1.91,1471.87,10.72,421.53,94.08,26.34,84.1,Overheating
63.32,2.06,1501.56,9.81,418.08,54.94,23.36,79.85,Healthy
71.3,5.42,1449.15,10.96,411.94,60.01,31.38,78.89,Motor Misalignment
95.21,2.4,1456.74,11.54,417.39,88.02,27.17,80.84,Overheating
74.14,3.25,1470.52,14.56,393.79,61.87,22.99,76.69,Electrical Fault
60.75,1.68,1487.76,9.08,414.16,58.43,26.2,85.06,Healthy
71.26,2.59,1458.54,16.55,406.72,60.67,16.91,83.01,Electrical Fault
63.69,1.86,1411.54,17.23,396.04,58.74,21.37,82.12,Electrical Fault
71.71,4.17,1270.31,10.35,413.62,62.86,26.13,75.22,Motor Misalignment
72.64,6.17,1347.29,10.91,416.67,76.6,19.04,35.78,Lubrication Failure
58.38,1.78,1502.68,9.69,414.61,51.98,29.69,88.18,Healthy
75.55,3.62,1367.13,11.32,413.45,71.69,20.14,69.05,Early Warning
79.87,3.59,1469.98,10.0,411.5,64.38,26.34,65.36,Early Warning
71.29,5.91,1434.66,11.48,415.58,74.93,22.77,26.72,Lubrication Failure
66.67,7.66,1439.39,12.49,409.91,94.47,17.24,56.95,Bearing Failure
71.75,9.33,1419.95,12.18,410.31,88.42,24.52,61.46,Bearing Failure
75.4,4.35,1403.25,11.09,411.82,70.42,27.67,71.14,Early Warning
74.36,5.88,1379.91,10.83,420.62,72.91,22.5,24.95,Lubrication Failure
64.71,5.61,1347.72,11.22,408.16,63.82,32.71,80.11,Motor Misalignment
60.27,1.87,1550.35,10.94,412.44,54.14,22.07,83.23,Healthy
70.41,2.57,1428.73,16.83,385.16,63.18,18.85,78.76,Electrical Fault
93.57,2.12,1500.95,9.86,411.08,92.68,27.11,76.82,Overheating
95.59,2.79,1528.94,11.46,413.48,92.95,28.7,73.98,Overheating
70.14,6.01,1353.78,11.62,419.84,80.27,25.52,29.33,Lubrication Failure
100.71,2.91,1505.02,11.14,419.48,90.96,25.04,77.97,Overheating
91.49,2.49,1477.11,10.8,413.73,100.24,24.48,80.68,Overheating
72.24,1.63,1491.46,16.98,396.17,58.11,23.57,82.34,Electrical Fault
66.81,9.47,1436.44,10.51,413.76,84.42,20.78,64.35,Bearing Failure
72.11,4.79,1463.14,11.5,414.1,80.95,22.0,33.54,Lubrication Failure
70.4,3.04,1399.25,16.58,394.75,57.72,18.27,85.16,Electrical Fault
75.77,3.11,1447.41,10.76,409.59,72.23,26.45,72.85,Early Warning
94.27,2.05,1452.87,10.19,411.75,84.98,29.19,75.49,Overheating
57.92,1.31,1489.33,10.44,413.37,52.92,21.36,90.26,Healthy
73.17,4.09,1425.19,11.33,411.47,69.33,16.74,69.09,Early Warning
69.23,6.58,1415.95,11.35,416.22,67.45,35.17,85.52,Motor Misalignment
73.13,8.12,1371.94,13.0,410.7,76.84,20.88,44.96,Bearing Failure
71.21,4.67,1414.86,11.04,409.34,70.12,23.6,65.53,Early Warning
69.68,3.01,1487.2,11.45,417.87,70.03,23.37,66.26,Early Warning
65.23,9.09,1369.2,11.37,413.71,88.02,22.98,50.48,Bearing Failure
91.72,2.33,1458.39,11.16,419.19,90.68,23.09,77.46,Overheating
73.79,3.82,1442.38,11.08,414.78,86.72,16.64,23.72,Lubrication Failure
73.61,4.74,1465.55,11.87,416.93,80.3,23.63,27.24,Lubrication Failure
54.98,1.65,1498.92,10.88,415.39,57.95,24.0,81.45,Healthy
68.13,2.41,1511.53,16.53,389.01,67.87,17.19,76.8,Electrical Fault
69.48,6.72,1475.74,11.26,416.03,78.41,18.03,24.27,Lubrication Failure
73.26,6.19,1374.04,10.82,415.1,81.69,16.12,26.8,Lubrication Failure
72.3,3.72,1430.78,10.64,413.16,71.18,21.45,69.27,Early Warning
69.14,4.37,1423.87,10.18,415.69,67.81,27.27,67.8,Early Warning
68.0,4.83,1321.88,10.75,410.58,63.5,29.02,78.49,Motor Misalignment
74.34,3.67,1441.71,11.87,406.66,71.13,21.82,62.93,Early Warning
59.69,1.84,1524.08,10.29,414.84,58.33,30.08,85.95,Healthy
69.84,7.35,1432.17,10.18,410.78,89.34,24.12,54.76,Bearing Failure
68.82,6.6,1440.62,11.81,417.91,91.66,21.12,37.89,Lubrication Failure
63.99,2.43,1403.02,17.02,392.63,58.1,20.45,81.77,Electrical Fault
93.29,3.12,1475.29,11.54,413.46,98.79,24.98,83.5,Overheating
56.74,1.95,1515.54,10.64,413.39,57.78,27.72,80.07,Healthy
64.01,3.08,1495.77,14.35,390.87,64.08,24.91,84.15,Electrical Fault
69.97,7.8,1424.05,12.01,413.9,88.78,27.45,61.79,Bearing Failure
70.39,5.76,1379.69,10.43,416.13,63.79,34.35,82.8,Motor Misalignment
67.24,5.07,1394.1,11.15,414.47,62.03,30.12,76.46,Motor Misalignment
73.14,5.88,1383.88,10.78,416.77,87.95,27.86,32.63,Lubrication Failure
73.47,3.7,1391.88,11.07,409.39,68.72,30.63,72.8,Early Warning
70.81,2.49,1424.64,15.72,389.68,51.45,20.22,77.0,Electrical Fault
63.39,2.62,1449.86,16.0,389.47,57.5,23.77,80.91,Electrical Fault
72.53,3.9,1507.25,10.89,414.65,68.7,24.26,65.48,Early Warning
73.13,2.09,1418.15,16.83,386.01,52.22,17.54,83.25,Electrical Fault
97.8,2.45,1496.97,10.61,413.4,90.28,25.33,75.3,Overheating
74.57,3.42,1403.15,10.18,412.5,71.09,24.92,68.56,Early Warning
67.45,5.88,1459.81,10.45,414.66,62.27,28.96,81.2,Motor Misalignment
75.06,5.26,1452.74,11.17,410.14,80.72,23.48,30.2,Lubrication Failure
62.25,2.77,1474.58,18.76,399.46,58.36,19.11,88.07,Electrical Fault
74.0,2.05,1470.65,18.97,398.68,69.46,18.09,87.39,Electrical Fault
68.29,1.84,1376.2,17.57,390.83,61.6,19.21,81.9,Electrical Fault
87.07,2.31,1481.1,10.68,415.17,89.68,28.11,81.68,Overheating
71.17,3.85,1432.51,10.02,413.3,71.32,26.89,69.78,Early Warning
96.68,2.99,1482.51,10.11,418.93,85.12,24.88,80.82,Overheating
61.56,2.06,1463.62,9.25,412.79,54.61,25.78,85.97,Healthy
58.5,1.95,1489.44,10.0,417.96,53.33,26.61,87.03,Healthy
67.33,2.59,1489.35,10.61,414.31,71.78,24.03,78.06,Motor Misalignment
60.36,2.26,1508.75,10.09,414.4,54.85,27.61,85.01,Healthy
79.61,3.59,1377.36,10.34,409.96,72.8,26.42,69.1,Early Warning
62.52,5.18,1344.09,9.42,414.54,66.85,29.03,73.41,Motor Misalignment
71.55,6.51,1483.93,12.22,408.47,85.96,18.89,25.07,Lubrication Failure
74.33,3.38,1441.47,11.04,413.49,68.2,22.33,69.64,Early Warning
75.04,5.65,1467.82,11.45,416.75,78.71,23.33,40.08,Lubrication Failure
66.09,1.79,1520.56,9.97,414.91,53.25,25.24,85.95,Healthy
67.56,4.26,1320.0,11.03,417.82,65.03,23.2,72.53,Motor Misalignment
80.85,3.13,1492.12,10.82,408.3,73.85,28.21,67.28,Early Warning
73.72,5.22,1266.83,11.27,415.15,64.48,41.76,78.63,Motor Misalignment
62.33,1.89,1433.2,16.43,381.97,58.33,19.38,82.97,Electrical Fault
73.13,3.96,1417.16,11.75,410.43,71.51,27.11,71.35,Early Warning
71.68,2.23,1515.07,16.69,394.64,55.14,18.8,76.7,Electrical Fault
97.31,2.34,1482.58,11.01,414.7,91.26,28.24,81.43,Overheating
71.94,7.79,1448.77,11.42,412.13,88.08,27.19,48.14,Bearing Failure
73.78,8.39,1380.18,12.64,404.65,88.31,24.29,64.37,Bearing Failure
97.41,2.3,1427.02,10.93,411.57,88.19,23.32,81.25,Overheating
79.8,5.67,1481.06,11.45,413.31,90.17,23.7,28.86,Lubrication Failure
60.93,4.63,1342.73,9.95,412.51,63.4,29.69,79.84,Motor Misalignment
69.36,3.95,1390.94,10.6,412.99,71.34,23.22,74.56,Early Warning
69.27,6.31,1321.19,11.13,415.54,62.2,31.82,81.89,Motor Misalignment
68.6,7.53,1425.42,10.97,409.14,82.45,21.29,52.6,Bearing Failure
72.32,7.23,1456.73,10.76,412.68,86.24,24.05,52.58,Bearing Failure
69.48,5.81,1400.67,10.49,417.78,64.7,31.34,79.15,Motor Misalignment
62.44,2.17,1513.1,16.92,397.17,63.95,21.83,81.2,Electrical Fault
73.96,3.02,1505.64,10.75,411.5,68.89,24.29,69.01,Early Warning
65.55,6.49,1422.6,10.53,413.6,64.15,31.78,75.7,Motor Misalignment
75.32,3.2,1434.11,12.31,413.55,71.35,21.88,73.06,Early Warning
67.69,3.02,1491.68,16.28,392.38,58.66,13.94,85.29,Electrical Fault
73.72,2.98,1435.88,16.03,401.71,61.56,19.95,79.38,Electrical Fault
71.75,6.78,1409.0,11.41,416.78,87.01,25.61,53.04,Bearing Failure
72.18,5.8,1425.79,10.97,416.46,88.34,21.95,26.89,Lubrication Failure
67.38,6.95,1342.82,11.53,413.16,63.84,32.58,73.4,Motor Misalignment
70.6,4.32,1468.98,10.92,409.42,73.16,25.43,65.63,Early Warning
91.16,2.28,1452.1,10.75,408.79,88.38,24.85,82.83,Overheating
67.83,8.58,1414.13,10.77,413.42,89.99,19.18,56.07,Bearing Failure
71.61,3.05,1432.83,16.45,395.78,61.78,25.91,81.03,Electrical Fault
61.22,9.52,1307.0,12.15,419.56,84.11,24.16,53.01,Bearing Failure
